gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,ServiceCount,Churn_Label,Churn_Probability,Risk_Level,Recommended_Action,Revenue_At_Risk
Female,0,No,No,4,No,No phone service,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,29.15,110.05,No,0,1,0,0.2615559,Low Risk,​​​​​​​✅ No Immediate Action,130.77795
Female,0,No,No,34,Yes,No,DSL,1,1,0,0,0,0,One year,No,Mailed check,55.0,1885.15,No,0,2,0,0.015921544,Low Risk,​​​​​​​✅ No Immediate Action,7.960772
Male,0,Yes,No,68,Yes,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),90.8,6302.85,No,0,6,0,0.008281551,Low Risk,​​​​​​​✅ No Immediate Action,4.1407757
Female,0,Yes,Yes,45,No,No phone service,DSL,0,1,1,1,0,1,One year,No,Bank transfer (automatic),51.0,2264.5,No,0,4,0,0.05191399,Low Risk,​​​​​​​✅ No Immediate Action,25.956995
Female,1,No,No,9,Yes,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,90.1,816.8,No,0,2,0,0.7271656,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,363.5828
Female,0,No,No,22,Yes,Yes,DSL,1,0,0,1,0,0,Month-to-month,Yes,Mailed check,59.05,1253.5,No,0,2,0,0.08941086,Low Risk,​​​​​​​✅ No Immediate Action,44.70543
Female,0,No,No,2,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.3,41.2,No,0,0,0,0.10462327,Low Risk,​​​​​​​✅ No Immediate Action,52.311638
Male,0,Yes,No,70,Yes,Yes,DSL,0,1,1,1,1,0,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0,4,0,0.025562957,Low Risk,​​​​​​​✅ No Immediate Action,12.781479
Female,0,No,Yes,10,Yes,Yes,DSL,1,0,1,1,0,1,One year,No,Credit card (automatic),73.55,693.3,No,0,4,0,0.06693615,Low Risk,​​​​​​​✅ No Immediate Action,33.468075
Male,0,No,No,72,Yes,Yes,DSL,1,0,1,1,1,1,Two year,No,Credit card (automatic),84.3,5997.1,No,0,5,0,0.0024560497,Low Risk,​​​​​​​✅ No Immediate Action,1.2280248
Female,0,Yes,Yes,49,Yes,No,DSL,0,1,1,0,1,1,One year,No,Credit card (automatic),78.0,3824.2,No,0,4,0,0.030362433,Low Risk,​​​​​​​✅ No Immediate Action,15.181216
Female,1,No,No,54,Yes,Yes,DSL,0,1,0,1,1,0,One year,No,Mailed check,72.1,3886.05,No,0,3,0,0.034062836,Low Risk,​​​​​​​✅ No Immediate Action,17.031418
Female,0,No,No,71,Yes,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Credit card (automatic),106.75,7283.25,No,0,5,0,0.015856683,Low Risk,​​​​​​​✅ No Immediate Action,7.928342
Female,0,No,No,22,Yes,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.25,412.55,No,0,0,0,0.01077269,Low Risk,​​​​​​​✅ No Immediate Action,5.386345
Female,0,Yes,Yes,50,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.55,1070.25,No,0,0,0,0.020898378,Low Risk,​​​​​​​✅ No Immediate Action,10.449189
Female,0,Yes,Yes,43,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.0,817.95,No,0,0,0,0.013153654,Low Risk,​​​​​​​✅ No Immediate Action,6.5768266
Female,0,Yes,Yes,45,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),24.65,1171.3,No,0,0,0,0.08397744,Low Risk,​​​​​​​✅ No Immediate Action,41.98872
Male,1,No,No,64,Yes,Yes,Fiber optic,1,1,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,0,4,0,0.062730886,Low Risk,​​​​​​​✅ No Immediate Action,31.365442
Female,0,Yes,Yes,23,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,23.85,625.65,No,0,0,0,0.017866535,Low Risk,​​​​​​​✅ No Immediate Action,8.933268
Female,0,Yes,No,68,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.8,1911.5,No,0,0,0,0.0034759077,Low Risk,​​​​​​​✅ No Immediate Action,1.7379539
Female,0,No,No,1,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.85,70.85,Yes,1,0,1,0.91640705,High Risk,​​​​​​​🔥 Call + 20% Discount,458.20352
Male,0,No,No,2,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,1,0,1,0.7599465,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,379.97327
Male,0,No,No,26,Yes,No,DSL,0,0,0,1,1,0,One year,No,Credit card (automatic),59.45,1507.0,No,0,2,0,0.030454611,Low Risk,​​​​​​​✅ No Immediate Action,15.227305
Male,0,Yes,No,55,No,No phone service,DSL,0,0,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,1,4,1,0.066285424,Low Risk,​​​​​​​✅ No Immediate Action,33.14271
Male,0,No,No,14,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,20.05,299.3,No,0,0,0,0.17397586,Low Risk,​​​​​​​✅ No Immediate Action,86.98793
Male,0,Yes,No,71,Yes,No,DSL,1,0,1,1,1,1,Two year,Yes,Electronic check,82.55,5832.65,No,0,5,0,0.0062596286,Low Risk,​​​​​​​✅ No Immediate Action,3.1298144
Male,0,No,No,64,Yes,Yes,DSL,1,1,1,1,1,0,One year,No,Electronic check,81.25,5567.55,No,0,5,0,0.022758456,Low Risk,​​​​​​​✅ No Immediate Action,11.379228
Female,0,No,No,7,Yes,No,DSL,0,0,0,1,1,1,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,1,3,1,0.46553484,Low Risk,​​​​​​​✅ No Immediate Action,232.76743
Female,0,No,No,57,Yes,No,DSL,1,1,1,1,1,0,Two year,Yes,Credit card (automatic),74.3,4166.35,No,0,5,0,0.007902785,Low Risk,​​​​​​​✅ No Immediate Action,3.9513927
Female,0,Yes,No,13,Yes,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,No,Electronic check,94.1,1215.6,Yes,1,3,1,0.66203296,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,331.01648
Female,0,Yes,Yes,3,No,No phone service,DSL,1,0,0,0,0,0,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,1,1,1,0.5934079,Low Risk,​​​​​​​✅ No Immediate Action,296.70398
Male,1,Yes,No,72,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,No,Credit card (automatic),109.7,7898.45,No,0,5,0,0.0117538525,Low Risk,​​​​​​​✅ No Immediate Action,5.8769264
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,0,3,0,0.29103062,Low Risk,​​​​​​​✅ No Immediate Action,145.5153
Male,0,Yes,No,14,Yes,Yes,DSL,0,0,0,1,1,0,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,0,2,0,0.5288891,Low Risk,​​​​​​​✅ No Immediate Action,264.44455
Male,0,Yes,Yes,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,44.5,90.05,No,0,0,0,0.72361666,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,361.80832
Male,1,No,No,66,Yes,Yes,Fiber optic,0,1,1,1,1,1,One year,No,Credit card (automatic),110.9,7432.05,Yes,1,5,1,0.59074724,Low Risk,​​​​​​​✅ No Immediate Action,295.37363
Female,0,Yes,No,38,Yes,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,105.0,4026.4,Yes,1,4,1,0.84492165,High Risk,​​​​​​​🔥 Call + 20% Discount,422.46082
Male,0,No,Yes,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,1,0,1,0.94177145,High Risk,​​​​​​​🔥 Call + 20% Discount,470.8857
Male,0,No,No,22,Yes,No,DSL,0,1,0,1,0,0,One year,Yes,Credit card (automatic),55.15,1193.05,Yes,1,2,1,0.62409383,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,312.0469
Male,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,1,0,1,0.86034465,High Risk,​​​​​​​🔥 Call + 20% Discount,430.17233
Male,0,No,No,5,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,80.1,398.55,No,0,1,0,0.64415896,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,322.07947
Male,0,Yes,Yes,29,Yes,Yes,DSL,1,0,0,1,1,0,One year,No,Bank transfer (automatic),69.05,1958.45,No,0,3,0,0.026782516,Low Risk,​​​​​​​✅ No Immediate Action,13.391258
Male,0,Yes,Yes,1,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.9,69.9,Yes,1,0,1,0.9449465,High Risk,​​​​​​​🔥 Call + 20% Discount,472.47327
Female,0,No,No,3,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,63.15,No,0,0,0,0.15320724,Low Risk,​​​​​​​✅ No Immediate Action,76.60362
Male,0,Yes,Yes,71,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.7,1301.1,No,0,0,0,0.0020620006,Low Risk,​​​​​​​✅ No Immediate Action,1.0310003
Male,0,No,Yes,9,Yes,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,50.1,484.05,No,0,1,0,0.18099733,Low Risk,​​​​​​​✅ No Immediate Action,90.498665
Male,0,No,No,43,Yes,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.4,4528.0,Yes,1,3,1,0.928099,High Risk,​​​​​​​🔥 Call + 20% Discount,464.0495
Female,0,No,No,48,Yes,Yes,DSL,1,1,1,0,1,1,One year,Yes,Credit card (automatic),83.45,3887.85,No,0,5,0,0.033602532,Low Risk,​​​​​​​✅ No Immediate Action,16.801266
Male,0,No,No,26,Yes,Yes,Fiber optic,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No,0,2,0,0.158962,Low Risk,​​​​​​​✅ No Immediate Action,79.480995
Female,0,No,No,9,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,0,0,0,0.19800833,Low Risk,​​​​​​​✅ No Immediate Action,99.004166
Male,0,No,No,1,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,80.8,80.8,Yes,1,1,1,0.9435645,High Risk,​​​​​​​🔥 Call + 20% Discount,471.78223
Female,0,Yes,Yes,46,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.4,958.15,No,0,0,0,0.006120373,Low Risk,​​​​​​​✅ No Immediate Action,3.0601866
Male,0,No,No,2,Yes,Yes,DSL,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),62.05,118.3,Yes,1,1,1,0.495943,Low Risk,​​​​​​​✅ No Immediate Action,247.97151
Male,1,No,No,1,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,1,0,1,0.9811555,High Risk,​​​​​​​🔥 Call + 20% Discount,490.57776
Male,0,Yes,Yes,64,No,No phone service,DSL,1,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,0,5,0,0.009135374,Low Risk,​​​​​​​✅ No Immediate Action,4.567687
Female,1,No,No,12,Yes,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,91.3,1094.5,Yes,1,2,1,0.90277326,High Risk,​​​​​​​🔥 Call + 20% Discount,451.38663
Male,1,Yes,No,6,Yes,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,95.75,573.75,Yes,1,3,1,0.73599964,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,367.99982
Female,0,Yes,No,59,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.35,1267.0,No,0,0,0,0.007213058,Low Risk,​​​​​​​✅ No Immediate Action,3.606529
Female,0,No,No,7,Yes,No,Fiber optic,0,1,0,0,1,1,One year,Yes,Mailed check,94.05,633.45,No,0,3,0,0.70979273,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,354.89636
Female,1,Yes,No,72,Yes,Yes,DSL,1,1,1,0,1,1,Two year,Yes,Credit card (automatic),84.1,6129.65,No,0,5,0,0.004835714,Low Risk,​​​​​​​✅ No Immediate Action,2.4178572
Male,1,No,No,16,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,78.75,1218.25,No,0,1,0,0.4935435,Low Risk,​​​​​​​✅ No Immediate Action,246.77176
Male,0,Yes,No,25,Yes,Yes,DSL,0,0,1,0,0,0,Month-to-month,No,Credit card (automatic),55.55,1405.3,No,0,1,0,0.04533128,Low Risk,​​​​​​​✅ No Immediate Action,22.66564
Female,0,Yes,No,34,Yes,Yes,DSL,1,1,0,1,0,0,Month-to-month,No,Electronic check,62.65,2274.9,Yes,1,3,1,0.2597567,Low Risk,​​​​​​​✅ No Immediate Action,129.87836
Female,0,No,No,1,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,0,1,0.9381057,High Risk,​​​​​​​🔥 Call + 20% Discount,469.05286
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes,1,4,1,0.7310926,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,365.5463
Male,0,Yes,No,24,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.1,533.9,No,0,0,0,0.013584053,Low Risk,​​​​​​​✅ No Immediate Action,6.7920265
Female,0,Yes,Yes,10,Yes,Yes,DSL,1,1,0,0,1,0,One year,No,Electronic check,70.3,676.15,No,0,3,0,0.1167425,Low Risk,​​​​​​​✅ No Immediate Action,58.37125
Male,0,Yes,No,69,Yes,No,DSL,1,1,0,0,0,0,One year,Yes,Credit card (automatic),53.65,3804.4,No,0,2,0,0.024130275,Low Risk,​​​​​​​✅ No Immediate Action,12.065138
Male,0,No,No,57,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.75,1118.8,No,0,0,0,0.027353136,Low Risk,​​​​​​​✅ No Immediate Action,13.676568
Male,0,Yes,Yes,50,Yes,No,Fiber optic,0,1,1,1,1,1,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,0,5,0,0.17366156,Low Risk,​​​​​​​✅ No Immediate Action,86.83078
Male,0,Yes,Yes,28,No,No phone service,DSL,1,0,1,1,1,0,One year,No,Mailed check,50.8,1386.8,No,0,4,0,0.019869223,Low Risk,​​​​​​​✅ No Immediate Action,9.934611
Female,0,No,No,16,Yes,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,50.15,762.25,Yes,1,1,1,0.48521537,Low Risk,​​​​​​​✅ No Immediate Action,242.60768
Male,0,No,No,25,Yes,No,DSL,1,1,0,1,1,1,Month-to-month,Yes,Mailed check,79.0,1902.0,No,0,5,0,0.06118257,Low Risk,​​​​​​​✅ No Immediate Action,30.591286
Female,1,Yes,No,3,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,No,0,1,0,0.36639872,Low Risk,​​​​​​​✅ No Immediate Action,183.19936
Male,0,Yes,No,61,Yes,Yes,Fiber optic,0,0,0,0,1,1,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,0,2,0,0.40605927,Low Risk,​​​​​​​✅ No Immediate Action,203.02963
Female,0,No,No,2,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.1,39.8,No,0,0,0,0.16045876,Low Risk,​​​​​​​✅ No Immediate Action,80.22938
Male,0,Yes,Yes,51,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.4,997.75,No,0,0,0,0.013349883,Low Risk,​​​​​​​✅ No Immediate Action,6.6749415
Female,0,Yes,Yes,71,Yes,No,DSL,1,0,1,0,1,1,Two year,No,Credit card (automatic),77.55,5574.35,No,0,4,0,0.00833846,Low Risk,​​​​​​​✅ No Immediate Action,4.16923
Female,0,Yes,Yes,20,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.05,406.05,No,0,0,0,0.06278953,Low Risk,​​​​​​​✅ No Immediate Action,31.394764
Male,0,Yes,Yes,6,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),19.85,138.85,No,0,0,0,0.16125926,Low Risk,​​​​​​​✅ No Immediate Action,80.62963
Female,0,No,No,6,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.2,123.65,No,0,0,0,0.20235229,Low Risk,​​​​​​​✅ No Immediate Action,101.17614
Female,0,No,No,29,Yes,Yes,DSL,1,1,0,1,0,0,Month-to-month,No,Mailed check,67.45,1801.1,No,0,3,0,0.033928856,Low Risk,​​​​​​​✅ No Immediate Action,16.964428
Male,0,No,No,36,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),18.55,689.0,No,0,0,0,0.0093325535,Low Risk,​​​​​​​✅ No Immediate Action,4.666277
Female,0,No,No,28,No,No phone service,DSL,0,0,1,0,0,0,Month-to-month,Yes,Mailed check,29.75,790.7,No,0,1,0,0.17275341,Low Risk,​​​​​​​✅ No Immediate Action,86.3767
Female,0,Yes,No,7,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,86.5,582.5,Yes,1,1,1,0.9333294,High Risk,​​​​​​​🔥 Call + 20% Discount,466.6647
Female,0,No,No,63,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,24.2,1618.2,No,0,0,0,0.0035373112,Low Risk,​​​​​​​✅ No Immediate Action,1.7686557
Male,0,Yes,Yes,48,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,23.55,1173.35,No,0,0,0,0.02117122,Low Risk,​​​​​​​✅ No Immediate Action,10.585609
Female,0,Yes,No,49,Yes,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.45,900.9,No,0,0,0,0.011191701,Low Risk,​​​​​​​✅ No Immediate Action,5.5958505
Male,1,No,No,27,Yes,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,81.45,2122.05,Yes,1,1,1,0.6796146,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,339.8073
Male,0,Yes,No,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,No,Credit card (automatic),92.3,6719.9,No,0,6,0,0.0020048593,Low Risk,​​​​​​​✅ No Immediate Action,1.0024296
Male,0,Yes,No,1,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.15,69.15,Yes,1,0,1,0.97559685,High Risk,​​​​​​​🔥 Call + 20% Discount,487.79843
Female,0,Yes,Yes,72,No,No phone service,DSL,0,1,0,1,1,1,Two year,No,Credit card (automatic),53.65,3784.0,No,0,4,0,0.013424294,Low Risk,​​​​​​​✅ No Immediate Action,6.712147
Female,0,No,No,47,No,No phone service,DSL,1,1,0,1,0,0,One year,No,Credit card (automatic),39.65,1798.65,No,0,3,0,0.014274954,Low Risk,​​​​​​​✅ No Immediate Action,7.137477
Female,0,No,No,1,Yes,No,DSL,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,54.65,54.65,No,0,1,0,0.63549876,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,317.7494
Female,0,No,No,36,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),104.8,3886.45,No,0,4,0,0.24608487,Low Risk,​​​​​​​✅ No Immediate Action,123.042435
Male,0,Yes,Yes,43,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,0,1,0,0.2913098,Low Risk,​​​​​​​✅ No Immediate Action,145.6549
Female,1,Yes,No,27,Yes,Yes,DSL,0,1,1,1,1,1,Month-to-month,No,Electronic check,83.85,2310.2,No,0,5,0,0.11095725,Low Risk,​​​​​​​✅ No Immediate Action,55.478626
Female,0,No,No,9,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,79.55,723.4,Yes,1,1,1,0.7466704,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,373.3352
Female,0,No,No,38,Yes,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,103.65,3988.5,No,0,4,0,0.50799614,Low Risk,​​​​​​​✅ No Immediate Action,253.99808
Female,1,No,No,35,Yes,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,99.05,3554.6,No,0,3,0,0.38657838,Low Risk,​​​​​​​✅ No Immediate Action,193.28918
Female,0,Yes,Yes,0,Yes,Yes,DSL,0,1,1,1,1,0,Two year,No,Mailed check,73.35,1397.475,No,0,4,0,0.031478185,Low Risk,​​​​​​​✅ No Immediate Action,15.739093
Female,0,Yes,No,59,Yes,No,Fiber optic,0,1,0,1,1,1,Two year,Yes,Mailed check,100.05,6034.85,No,0,4,0,0.018431202,Low Risk,​​​​​​​✅ No Immediate Action,9.215601
Male,0,No,No,27,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.35,531.6,No,0,0,0,0.0074462895,Low Risk,​​​​​​​✅ No Immediate Action,3.7231448
Female,1,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,43.95,85.1,No,0,0,0,0.30328923,Low Risk,​​​​​​​✅ No Immediate Action,151.64462
Male,0,No,No,7,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,23.5,173.0,No,0,0,0,0.171034,Low Risk,​​​​​​​✅ No Immediate Action,85.517
Female,0,No,No,36,Yes,Yes,DSL,0,1,0,1,0,1,One year,Yes,Mailed check,70.7,2511.95,No,0,3,0,0.16800165,Low Risk,​​​​​​​✅ No Immediate Action,84.000824
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,No,0,3,0,0.08128409,Low Risk,​​​​​​​✅ No Immediate Action,40.642044
Female,0,No,No,13,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,29.15,357.15,No,0,1,0,0.15491253,Low Risk,​​​​​​​✅ No Immediate Action,77.45627
Male,0,No,Yes,19,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.85,467.5,No,0,0,0,0.012680241,Low Risk,​​​​​​​✅ No Immediate Action,6.3401203
Female,0,Yes,No,60,No,No phone service,DSL,1,1,0,1,0,0,Two year,No,Bank transfer (automatic),37.7,2288.7,No,0,3,0,0.0055323467,Low Risk,​​​​​​​✅ No Immediate Action,2.7661734
Female,0,No,Yes,48,Yes,No,Fiber optic,0,1,1,1,1,0,Two year,Yes,Mailed check,95.5,4627.85,Yes,1,4,1,0.021573076,Low Risk,​​​​​​​✅ No Immediate Action,10.786538
Male,1,No,No,3,Yes,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,No,Electronic check,91.05,289.1,Yes,1,2,1,0.87066716,High Risk,​​​​​​​🔥 Call + 20% Discount,435.3336
Male,0,Yes,No,69,Yes,Yes,Fiber optic,0,1,0,1,1,0,Two year,Yes,Mailed check,92.45,6460.55,No,0,3,0,0.0543455,Low Risk,​​​​​​​✅ No Immediate Action,27.17275
Male,0,No,No,43,No,No phone service,DSL,0,0,1,1,0,1,One year,No,Electronic check,44.15,1931.3,No,0,3,0,0.019652067,Low Risk,​​​​​​​✅ No Immediate Action,9.826034
Female,0,No,Yes,11,No,No phone service,DSL,1,0,0,1,0,0,One year,Yes,Mailed check,36.05,402.6,No,0,2,0,0.023701616,Low Risk,​​​​​​​✅ No Immediate Action,11.850808
Female,0,Yes,No,45,Yes,No,DSL,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),50.25,2221.55,No,0,1,0,0.084194906,Low Risk,​​​​​​​✅ No Immediate Action,42.097454
Male,0,Yes,No,72,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),109.75,7758.9,No,0,5,0,0.03481954,Low Risk,​​​​​​​✅ No Immediate Action,17.40977
Female,1,Yes,No,2,Yes,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,79.2,172.85,Yes,1,1,1,0.9208224,High Risk,​​​​​​​🔥 Call + 20% Discount,460.4112
Female,0,Yes,Yes,12,Yes,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.3,224.5,No,0,0,0,0.010345191,Low Risk,​​​​​​​✅ No Immediate Action,5.1725955
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,0,1,1,1,1,1,One year,Yes,Credit card (automatic),112.35,7388.45,No,0,5,0,0.09341165,Low Risk,​​​​​​​✅ No Immediate Action,46.705822
Male,0,Yes,No,37,Yes,Yes,Fiber optic,0,0,1,1,1,0,Two year,No,Mailed check,94.3,3460.95,No,0,3,0,0.07240544,Low Risk,​​​​​​​✅ No Immediate Action,36.20272
Female,0,No,No,39,No,No phone service,DSL,1,1,0,1,0,0,One year,No,Bank transfer (automatic),41.15,1700.9,No,0,3,0,0.02742112,Low Risk,​​​​​​​✅ No Immediate Action,13.71056
Female,0,No,No,41,Yes,Yes,DSL,1,0,1,1,0,1,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,No,0,4,0,0.049387544,Low Risk,​​​​​​​✅ No Immediate Action,24.693771
Female,0,No,No,25,No,No phone service,DSL,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,48.25,1293.8,No,0,3,0,0.14121354,Low Risk,​​​​​​​✅ No Immediate Action,70.606766
Male,0,Yes,Yes,8,Yes,Yes,DSL,1,1,0,1,0,1,Two year,Yes,Credit card (automatic),76.15,645.8,No,0,4,0,0.026263403,Low Risk,​​​​​​​✅ No Immediate Action,13.131701
Female,0,Yes,Yes,71,Yes,Yes,DSL,1,1,1,1,0,0,Two year,No,Mailed check,71.1,5224.95,No,0,4,0,0.0044849915,Low Risk,​​​​​​​✅ No Immediate Action,2.2424958
Male,0,No,No,5,Yes,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,No,Electronic check,96.55,500.1,No,0,3,0,0.30636215,Low Risk,​​​​​​​✅ No Immediate Action,153.18108
Female,0,No,No,30,Yes,Yes,DSL,1,0,1,0,1,1,One year,Yes,Credit card (automatic),79.3,2427.1,No,0,4,0,0.040793028,Low Risk,​​​​​​​✅ No Immediate Action,20.396513
Male,0,No,No,40,Yes,No,Fiber optic,0,1,0,1,0,1,One year,Yes,Credit card (automatic),89.6,3488.15,No,0,3,0,0.114107646,Low Risk,​​​​​​​✅ No Immediate Action,57.05382
Female,0,No,No,54,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,20.5,1035.7,No,0,0,0,0.026173387,Low Risk,​​​​​​​✅ No Immediate Action,13.086694
Male,0,Yes,No,72,Yes,Yes,Fiber optic,0,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),106.3,7565.35,No,0,4,0,0.12097916,Low Risk,​​​​​​​✅ No Immediate Action,60.48958
